Record ID,Robot Name,Description,Manufacturer,Robot Type,Form Factor,Commercial Status,Official Website,Source,Source URL,Website Verified
robot:toolknox/quadruped-ii,Quadruped-II,Printable Quadruped RobotStep by Step assembly instruction.With code,ToolKnox,Quadruped Robot,,Research Platform,https://github.com/ToolKnox/Quadruped-II,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:t33devv/pegasus,pegasus,"Pegasus is an affordable, fully 3D-printable, 100% open source quadruped robot dog. Powered by the Pimoroni Servo2040, 12 MG996Rs and countless sensors, it serves as an accessible DIY project for learning, experimentation and research, especially with automated control and Embodied AI.",t33devv,Quadruped Robot,,Research Platform,https://github.com/t33devv/pegasus,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:siddarth09/spot-micro,spot-micro,A combined simulation and hardware repositary for spotmicroAI,siddarth09,Quadruped Robot,,Research Platform,https://github.com/siddarth09/spot-micro,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:jenslajordmunk/autinydane,AUTinyDane,"AUTinyDane is an open-source, 3D-printed quadruped robotic dog running entirely on a Raspberry Pi. It features a pure Python software stack utilizing open-loop gait generation and analytical inverse kinematics. The project was done at Aarhus University Department of Mechanical Engineering",JensLajordMunk,Quadruped Robot,,Commercial Product,https://jenslajordmunk.github.io/AUTinyDane,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:openkinematics/openbrain-ros,openbrain-ros,"ROS 2 Humble brain for the Kinematics Mini & Max — drivers, SLAM, Nav2, perception, teleop, safety, sim, and a CLI. Runs on any NVIDIA Jetson.",openkinematics,Quadruped Robot,,Commercial Product,https://openkinematics.com,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:tymo77/foot-shuffles,foot-shuffles,Foot shuffles are a method of stabilizing a quadruped without shifting the body position. This repository contains code for finding optimal foot shuffles for stabilizing a quadruped robot.,tymo77,Quadruped Robot,,Research Platform,https://github.com/tymo77/foot-shuffles,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:brunolemosdl/quadruped-rl-genesis,quadruped-rl-genesis,"Deep reinforcement learning for Bézier-commanded Unitree Go2 locomotion in Genesis: comparative study of PPO, SAC, and TD3 on flat, irregular procedural, and rough subterrains. Stable-Baselines3, Optuna. CROS 2026.",brunolemosdl,Quadruped Robot,,Commercial Product,https://brunolemosdl.github.io/quadruped-rl-genesis,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:anubhav1772/unio4-aliengo,UniO4-Aliengo,"Implementation of the UNI-O4 framework on the Unitree Aliengo robot using Python, demonstrating improved locomotion performance.",anubhav1772,Quadruped Robot,,Research Platform,https://github.com/anubhav1772/UniO4-Aliengo,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:oditynet/fass,Fass,Quadruped dog robot on arduino nano,oditynet,Quadruped Robot,,Research Platform,https://github.com/oditynet/Fass,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:matthewthomasbeck/robot_dog_athena,Robot_Dog_Athena,The Athena robot dog,matthewthomasbeck,Quadruped Robot,,Commercial Product,https://matthewthomasbeck.com/pages/athena.html,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:ashishmehtaio/quadruped-robot-dqn,Quadruped-robot-DQN,,AshishMehtaIO,Quadruped Robot,,Research Platform,https://github.com/AshishMehtaIO/Quadruped-robot-DQN,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:toolknox/quadruped-i,Quadruped-I,Printable Quadruped RobotStep by Step assembly instruction.With code,ToolKnox,Quadruped Robot,,Research Platform,https://github.com/ToolKnox/Quadruped-I,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:openie-dev/openloco,openloco,"Open-source wheel–leg–aerial hybrid robot substrate. v0.5 reproduction milestone artifacts (descriptors, baked URDF + MJCF + STL + BOM).",openIE-dev,Quadruped Robot,,Research Platform,https://github.com/openIE-dev/openloco,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:migonium/quadruped,quadruped,Quadruped robot based on arduino and adafruit PWM shield for servos,migonium,Quadruped Robot,,Research Platform,https://github.com/migonium/quadruped,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:ansh1113/vio-footstep-planner,vio-footstep-planner,"VIO + Footstep Planner for GPS-denied quadruped navigation - 98% success rate, 60% drift reduction, real-time autonomous navigation with loop closure",ansh1113,Quadruped Robot,,Research Platform,https://github.com/ansh1113/vio-footstep-planner,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:toolknox/quadruped-ii-v10,quadruped-ii-v10,A place for the v1.0 files of,ToolKnox,Quadruped Robot,,Research Platform,https://github.com/ToolKnox/quadruped-ii-v10,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:mkme/quadrupedal-robot,quadrupedal-robot,SpotMicro quadrupedal 3D printed robot project  ,MKme,Quadruped Robot,,Research Platform,https://github.com/MKme/quadrupedal-robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:vaithak/quadruped-mpc,Quadruped-MPC,Implementation of Convex Model Predictive Control for locomotion of MIT cheetah quadruped,vaithak,Quadruped Robot,,Research Platform,https://github.com/vaithak/Quadruped-MPC,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:younghyeonpark/sabo-quadruped,sabo-quadruped,,YounghyeonPark,Quadruped Robot,,Research Platform,https://github.com/YounghyeonPark/sabo-quadruped,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:albiansalihu/leggedrobotics,LeggedRobotics,"Bio-inspired CPG controller and CPG-augmented PPO/SAC deep RL for quadruped locomotion on a simulated Unitree A1 (PyBullet). EPFL Legged Robots, BioRob lab. ",AlbianSalihu,Quadruped Robot,,Research Platform,https://github.com/AlbianSalihu/LeggedRobotics,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:assawayut/blendmpc,blendmpc,"Composable blends of MPC and RL for robotics: residual RL, learned terminal costs, policy warm starts, and MPC distillation over Gymnasium + Crocoddyl/acados, benchmarked on a walking Go2",assawayut,Quadruped Robot,,Commercial Product,https://assawayut.github.io/blendmpc,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:dspeers/sirius-control-panel,sirius-control-panel,"Single-file, dependency-free local web control panel for the Hengbot Sirius robot dog (camera, driving, poses, actions) — a tiny Python reverse-proxy, no CORS/mixed-content hassle.",dspeers,Quadruped Robot,,Research Platform,https://github.com/dspeers/sirius-control-panel,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:gpai-robotics/go2-lab-rough-terrain-locomotion,go2-lab-rough-terrain-locomotion,Blind history-conditioned rough-terrain locomotion for Unitree Go2 with teacher-guided training and deployment-oriented evaluation.,gpai-robotics,Quadruped Robot,,Research Platform,https://github.com/gpai-robotics/go2-lab-rough-terrain-locomotion,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:samyakkambale/quadruped-robot-dog-version1,Quadruped-Robot-Dog-version1,Quadruped-Robot-Dog,samyakkambale,Quadruped Robot,,Research Platform,https://github.com/samyakkambale/Quadruped-Robot-Dog-version1,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:eelis03/quadruped-gait-simulator,quadruped-gait-simulator,Trot and walk gait generation for a quadruped with support polygon and stability margin analysis.,Eelis03,Quadruped Robot,,Research Platform,https://github.com/Eelis03/quadruped-gait-simulator,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:serhangursoy/modellingandanimationwithwebgl,ModellingAndAnimationWithWebGL,This project is for demonstrating the basic animation and object modelling with WebGL. Please don't mind my horrible horse model. I didn't have any time to create it in 3D,serhangursoy,Quadruped Robot,,Commercial Product,https://serhangursoy.github.io/ModellingAndAnimationWithWebGL,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:bitplan/pi-q-robot,PI-Q-Robot,Raspberry PI Quadruped Robot with 3D Simulator,BITPlan,Quadruped Robot,,Research Platform,https://github.com/BITPlan/PI-Q-Robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:thomasschnapka/quarosim,quaroSim,Physical simulation of experimental techniques for quadrupedial motion,ThomasSchnapka,Quadruped Robot,,Research Platform,https://github.com/ThomasSchnapka/quaroSim,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:ansh1113/quadruped-ppo,quadruped-ppo,"Quadruped robot locomotion using Proximal Policy Optimization (PPO) in PyBullet simulation - 30% fall reduction, 25% faster velocity",ansh1113,Quadruped Robot,,Research Platform,https://github.com/ansh1113/quadruped-ppo,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:shrirag10/robustwalker,ROBUSTWALKER,PPO-based blind locomotion for the Unitree Go1 quadruped using proprioceptive sensing. Dual MuJoCo/Genesis backend with ~85x GPU training speedup and 1.41 m/s learned gait.,shrirag10,Quadruped Robot,,Research Platform,https://github.com/shrirag10/ROBUSTWALKER,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:shynee1/astro,Astro,"Astro is a custom-built quadruped robot designed to stand, trot, turn, and tilt freely on a variety of different surfaces.",Shynee1,Quadruped Robot,,Research Platform,https://github.com/Shynee1/Astro,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:raphaelchang/ball-e-hardware,ball-e-hardware,"Hardware designs for BALL-E, a miniature quadruped robot",raphaelchang,Quadruped Robot,,Research Platform,https://github.com/raphaelchang/ball-e-hardware,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:lakshbhambhani/swiffee-minikame-simulator,Swiffee-Minikame-Simulator,"Capstone Project - Homestead High School, JAVA",LakshBhambhani,Quadruped Robot,,Research Platform,https://github.com/LakshBhambhani/Swiffee-Minikame-Simulator,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:reubenstr/quad_ws,quad_ws,ROS2 Quadruped Robot Dog!,reubenstr,Quadruped Robot,,Research Platform,https://github.com/reubenstr/quad_ws,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:tomostt/quadrupeddog,QuadRupedDog,Quadruped walking robot. Raspberry Pi brain + ESP32 servos + XIAO camera. Three-node distributed architecture.,TomOstt,Quadruped Robot,,Research Platform,https://github.com/TomOstt/QuadRupedDog,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:rajpshinde/doggo_description,Doggo_Description,ROS package to Simulate and visualize Stanford Doggo Quadruped Robot in Gazebo and Rviz,RajPShinde,Quadruped Robot,,Research Platform,https://github.com/RajPShinde/Doggo_Description,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:9veedz/4leggedspiderbot,4leggedspiderbot,"ESP32-powered quadruped spider robot with web-based control over WiFi — live gait, posture, and servo calibration via WebSocket. Vibe coded.",9veedz,Quadruped Robot,,Research Platform,https://github.com/9veedz/4leggedspiderbot,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:jaisaljain/robotics-deep-reinforcement-learning,robotics-deep-reinforcement-learning,"Deep Reinforcement Learning for Robotics using NVIDIA Isaac Lab, Isaac Sim, and Proximal Policy Optimization (PPO).",JaisalJain,Humanoid Robot,,Research Platform,https://github.com/JaisalJain/robotics-deep-reinforcement-learning,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,False
robot:wang-theo/me5413_mobile_robot_mapping_navigation,ME5413_Mobile_Robot_Mapping_Navigation,Final Project of ME5413 Autonomous Mobile Robotics @ NUS,Wang-Theo,Mobile Robot (AMR),,Research Platform,https://github.com/Wang-Theo/ME5413_Mobile_Robot_Mapping_Navigation,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,False
robot:faroub/vrepsimepuck,VREPSimEPuck,Robot Navigation using the Attractor Dynamics Approach: V-REP Simulation,faroub,Mobile Robot (AMR),,Research Platform,https://github.com/faroub/VREPSimEPuck,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,False
robot:balloon61/tracked-mobile-robot-adaptive-control-with-unknown-slippage,Tracked-Mobile-Robot-Adaptive-Control-with-Unknown-Slippage,Implement an adaptive controller for the tracked mobile robot trajectory tracking with the unknown slippage.,balloon61,Mobile Robot (AMR),,Research Platform,https://github.com/balloon61/Tracked-Mobile-Robot-Adaptive-Control-with-Unknown-Slippage,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,False
robot:roasinc/scout_mini_ros2,scout_mini_ros2,ROS2 packages for Scout Mini,roasinc,Mobile Robot (AMR),,Research Platform,https://github.com/roasinc/scout_mini_ros2,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,False
robot:pouya-mansournia/delivery-robot-ros,Delivery-Robot-ROS,"ROS 2 Jazzy and Gazebo Harmonic simulation for a six-wheel autonomous delivery robot with CAD meshes, LiDAR obstacle avoidance, WASD teleop, and city waypoint navigation.",Pouya-Mansournia,Industrial Arm,,Research Platform,https://github.com/Pouya-Mansournia/Delivery-Robot-ROS,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,False
robot:labeeb1234/omni_bot,omni_bot,autonomous four wheeled omnidirectional robot,Labeeb1234,Mobile Robot (AMR),,Research Platform,https://github.com/Labeeb1234/omni_bot,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,False
robot:huuanhhuynguyen/robond-home-service-robot,RoboND-Home-Service-Robot,Project 5 - Udacity Robotics Software Engineer Nanodegree Program ,huuanhhuynguyen,Mobile Robot (AMR),,Research Platform,https://github.com/huuanhhuynguyen/RoboND-Home-Service-Robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,False
