id,entity_type,name,description,official_url,repository_url,provider,model_family,architecture,parameter_count,context_length,modalities,license,open_weights,source_name,source_url,website_status,logo_status,quality_score,updated_at
model:hf:openai--gpt-5:batch,MODEL,OpenAI: GPT-5 (batch),"GPT-5 is OpenAI’s most advanced model, offering major improvements in reasoning, code quality, and user experience. It is optimized for complex tasks that require step-by-step reasoning, instruction following, and accuracy...",https://openrouter.ai/models/openai/gpt-5:batch,https://openrouter.ai/models/openai/gpt-5:batch,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:openai--gpt-5-mini,MODEL,OpenAI: GPT-5 Mini,"GPT-5 Mini is a compact version of GPT-5, designed to handle lighter-weight reasoning tasks. It provides the same instruction-following and safety-tuning benefits as GPT-5, but with reduced latency and cost....",https://openrouter.ai/models/openai/gpt-5-mini,https://openrouter.ai/models/openai/gpt-5-mini,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:openai--gpt-5-mini:batch,MODEL,OpenAI: GPT-5 Mini (batch),"GPT-5 Mini is a compact version of GPT-5, designed to handle lighter-weight reasoning tasks. It provides the same instruction-following and safety-tuning benefits as GPT-5, but with reduced latency and cost....",https://openrouter.ai/models/openai/gpt-5-mini:batch,https://openrouter.ai/models/openai/gpt-5-mini:batch,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:openai--gpt-5-nano,MODEL,OpenAI: GPT-5 Nano,"GPT-5-Nano is the smallest and fastest variant in the GPT-5 system, optimized for developer tools, rapid interactions, and ultra-low latency environments. While limited in reasoning depth compared to its larger...",https://openrouter.ai/models/openai/gpt-5-nano,https://openrouter.ai/models/openai/gpt-5-nano,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:openai--gpt-5-nano:batch,MODEL,OpenAI: GPT-5 Nano (batch),"GPT-5-Nano is the smallest and fastest variant in the GPT-5 system, optimized for developer tools, rapid interactions, and ultra-low latency environments. While limited in reasoning depth compared to its larger...",https://openrouter.ai/models/openai/gpt-5-nano:batch,https://openrouter.ai/models/openai/gpt-5-nano:batch,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:openai--gpt-oss-120b,MODEL,OpenAI: gpt-oss-120b,"gpt-oss-120b is an open-weight, 117B-parameter Mixture-of-Experts (MoE) language model from OpenAI designed for high-reasoning, agentic, and general-purpose production use cases. It activates 5.1B parameters per forward pass and is optimized...",https://openrouter.ai/models/openai/gpt-oss-120b,https://openrouter.ai/models/openai/gpt-oss-120b,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:openai--gpt-oss-120b:batch,MODEL,OpenAI: gpt-oss-120b (batch),"gpt-oss-120b is an open-weight, 117B-parameter Mixture-of-Experts (MoE) language model from OpenAI designed for high-reasoning, agentic, and general-purpose production use cases. It activates 5.1B parameters per forward pass and is optimized...",https://openrouter.ai/models/openai/gpt-oss-120b:batch,https://openrouter.ai/models/openai/gpt-oss-120b:batch,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:openai--gpt-oss-20b,MODEL,OpenAI: gpt-oss-20b,"gpt-oss-20b is an open-weight 21B parameter model released by OpenAI under the Apache 2.0 license. It uses a Mixture-of-Experts (MoE) architecture with 3.6B active parameters per forward pass, optimized for...",https://openrouter.ai/models/openai/gpt-oss-20b,https://openrouter.ai/models/openai/gpt-oss-20b,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:anthropic--claude-opus-4.1,MODEL,Anthropic: Claude Opus 4.1,"Claude Opus 4.1 is an updated version of Anthropic’s flagship model, offering improved performance in coding, reasoning, and agentic tasks. It achieves 74.5% on SWE-bench Verified and shows notable gains...",https://openrouter.ai/models/anthropic/claude-opus-4.1,https://openrouter.ai/models/anthropic/claude-opus-4.1,Anthropic,Claude,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:anthropic--claude-opus-4.1:batch,MODEL,Anthropic: Claude Opus 4.1 (batch),"Claude Opus 4.1 is an updated version of Anthropic’s flagship model, offering improved performance in coding, reasoning, and agentic tasks. It achieves 74.5% on SWE-bench Verified and shows notable gains...",https://openrouter.ai/models/anthropic/claude-opus-4.1:batch,https://openrouter.ai/models/anthropic/claude-opus-4.1:batch,Anthropic,Claude,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:qwen--qwen3-coder-30b-a3b-instruct,MODEL,Qwen: Qwen3 Coder 30B A3B Instruct,"Qwen3-Coder-30B-A3B-Instruct is a 30.5B parameter Mixture-of-Experts (MoE) model with 128 experts (8 active per forward pass), designed for advanced code generation, repository-scale understanding, and agentic tool use. Built on the...",https://openrouter.ai/models/qwen/qwen3-coder-30b-a3b-instruct,https://openrouter.ai/models/qwen/qwen3-coder-30b-a3b-instruct,Qwen,Qwen,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:qwen--qwen3-30b-a3b-instruct-2507,MODEL,Qwen: Qwen3 30B A3B Instruct 2507,"Qwen3-30B-A3B-Instruct-2507 is a 30.5B-parameter mixture-of-experts language model from Qwen, with 3.3B active parameters per inference. It operates in non-thinking mode and is designed for high-quality instruction following, multilingual understanding, and...",https://openrouter.ai/models/qwen/qwen3-30b-a3b-instruct-2507,https://openrouter.ai/models/qwen/qwen3-30b-a3b-instruct-2507,Qwen,Qwen,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:z-ai--glm-4.5,MODEL,Z.ai: GLM 4.5,"GLM-4.5 is our latest flagship foundation model, purpose-built for agent-based applications. It leverages a Mixture-of-Experts (MoE) architecture and supports a context length of up to 128k tokens. GLM-4.5 delivers significantly...",https://openrouter.ai/models/z-ai/glm-4.5,https://openrouter.ai/models/z-ai/glm-4.5,Z-ai,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:z-ai--glm-4.5-air,MODEL,Z.ai: GLM 4.5 Air,"GLM-4.5-Air is the lightweight variant of our latest flagship model family, also purpose-built for agent-centric applications. Like GLM-4.5, it adopts the Mixture-of-Experts (MoE) architecture but with a more compact parameter...",https://openrouter.ai/models/z-ai/glm-4.5-air,https://openrouter.ai/models/z-ai/glm-4.5-air,Z-ai,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:qwen--qwen3-235b-a22b-thinking-2507,MODEL,Qwen: Qwen3 235B A22B Thinking 2507,"Qwen3-235B-A22B-Thinking-2507 is a high-performance, open-weight Mixture-of-Experts (MoE) language model optimized for complex reasoning tasks. It activates 22B of its 235B parameters per forward pass and natively supports up to 262,144...",https://openrouter.ai/models/qwen/qwen3-235b-a22b-thinking-2507,https://openrouter.ai/models/qwen/qwen3-235b-a22b-thinking-2507,Qwen,Qwen,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:qwen--qwen3-coder,MODEL,Qwen: Qwen3 Coder 480B A35B,"Qwen3-Coder-480B-A35B-Instruct is a Mixture-of-Experts (MoE) code generation model developed by the Qwen team. It is optimized for agentic coding tasks such as function calling, tool use, and long-context reasoning over...",https://openrouter.ai/models/qwen/qwen3-coder,https://openrouter.ai/models/qwen/qwen3-coder,Qwen,Qwen,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:bytedance--ui-tars-1.5-7b,MODEL,ByteDance: UI-TARS 7B ,"UI-TARS-1.5 is a multimodal vision-language agent optimized for GUI-based environments, including desktop interfaces, web browsers, mobile systems, and games. Built by ByteDance, it builds upon the UI-TARS framework with reinforcement...",https://openrouter.ai/models/bytedance/ui-tars-1.5-7b,https://openrouter.ai/models/bytedance/ui-tars-1.5-7b,Bytedance,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:google--gemini-2.5-flash-lite,MODEL,Google: Gemini 2.5 Flash Lite,"Gemini 2.5 Flash-Lite is a lightweight reasoning model in the Gemini 2.5 family, optimized for ultra-low latency and cost efficiency. It offers improved throughput, faster token generation, and better performance...",https://openrouter.ai/models/google/gemini-2.5-flash-lite,https://openrouter.ai/models/google/gemini-2.5-flash-lite,Google,Gemini,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:google--gemini-2.5-flash-lite:batch,MODEL,Google: Gemini 2.5 Flash Lite (batch),"Gemini 2.5 Flash-Lite is a lightweight reasoning model in the Gemini 2.5 family, optimized for ultra-low latency and cost efficiency. It offers improved throughput, faster token generation, and better performance...",https://openrouter.ai/models/google/gemini-2.5-flash-lite:batch,https://openrouter.ai/models/google/gemini-2.5-flash-lite:batch,Google,Gemini,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:qwen--qwen3-235b-a22b-2507,MODEL,Qwen: Qwen3 235B A22B Instruct 2507,"Qwen3-235B-A22B-Instruct-2507 is a multilingual, instruction-tuned mixture-of-experts language model based on the Qwen3-235B architecture, with 22B active parameters per forward pass. It is optimized for general-purpose text generation, including instruction following,...",https://openrouter.ai/models/qwen/qwen3-235b-a22b-2507,https://openrouter.ai/models/qwen/qwen3-235b-a22b-2507,Qwen,Qwen,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:moonshotai--kimi-k2,MODEL,MoonshotAI: Kimi K2 0711,"Kimi K2 Instruct is a large-scale Mixture-of-Experts (MoE) language model developed by Moonshot AI, featuring 1 trillion total parameters with 32 billion active per forward pass. It is optimized for...",https://openrouter.ai/models/moonshotai/kimi-k2,https://openrouter.ai/models/moonshotai/kimi-k2,Moonshotai,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:cognitivecomputations--dolphin-mistral-24b-venice-edition,MODEL,Venice: Uncensored,"Venice Uncensored Dolphin Mistral 24B Venice Edition is a fine-tuned variant of Mistral-Small-24B-Instruct-2501, developed by dphn.ai in collaboration with Venice.ai. This model is designed as an “uncensored” instruct-tuned LLM, preserving...",https://openrouter.ai/models/cognitivecomputations/dolphin-mistral-24b-venice-edition,https://openrouter.ai/models/cognitivecomputations/dolphin-mistral-24b-venice-edition,Cognitivecomputations,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:tencent--hunyuan-a13b-instruct,MODEL,Tencent: Hunyuan A13B Instruct,"Hunyuan-A13B is a 13B active parameter Mixture-of-Experts (MoE) language model developed by Tencent, with a total parameter count of 80B and support for reasoning via Chain-of-Thought. It offers competitive benchmark...",https://openrouter.ai/models/tencent/hunyuan-a13b-instruct,https://openrouter.ai/models/tencent/hunyuan-a13b-instruct,Tencent,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:morph--morph-v3-large,MODEL,Morph: Morph V3 Large,"Morph's high-accuracy apply model for complex code edits. ~4,500 tokens/sec with 98% accuracy for precise code transformations. The model requires the prompt to be in the following format: <instruction>{instruction}</instruction> <code>{initial_code}</code>...",https://openrouter.ai/models/morph/morph-v3-large,https://openrouter.ai/models/morph/morph-v3-large,Morph,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:morph--morph-v3-fast,MODEL,Morph: Morph V3 Fast,"Morph's fastest apply model for code edits. ~10,500 tokens/sec with 96% accuracy for rapid code transformations. The model requires the prompt to be in the following format: <instruction>{instruction}</instruction> <code>{initial_code}</code> <update>{edit_snippet}</update>...",https://openrouter.ai/models/morph/morph-v3-fast,https://openrouter.ai/models/morph/morph-v3-fast,Morph,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:baidu--ernie-4.5-vl-424b-a47b,MODEL,Baidu: ERNIE 4.5 VL 424B A47B ,"ERNIE-4.5-VL-424B-A47B is a multimodal Mixture-of-Experts (MoE) model from Baidu’s ERNIE 4.5 series, featuring 424B total parameters with 47B active per token. It is trained jointly on text and image data...",https://openrouter.ai/models/baidu/ernie-4.5-vl-424b-a47b,https://openrouter.ai/models/baidu/ernie-4.5-vl-424b-a47b,Baidu,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:mistralai--mistral-small-3.2-24b-instruct,MODEL,Mistral: Mistral Small 3.2 24B,"Mistral-Small-3.2-24B-Instruct-2506 is an updated 24B parameter model from Mistral optimized for instruction following, repetition reduction, and improved function calling. Compared to the 3.1 release, version 3.2 significantly improves accuracy on...",https://openrouter.ai/models/mistralai/mistral-small-3.2-24b-instruct,https://openrouter.ai/models/mistralai/mistral-small-3.2-24b-instruct,Mistralai,Mistral,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:minimax--minimax-m1,MODEL,MiniMax: MiniMax M1,"MiniMax-M1 is a large-scale, open-weight reasoning model designed for extended context and high-efficiency inference. It leverages a hybrid Mixture-of-Experts (MoE) architecture paired with a custom ""lightning attention"" mechanism, allowing it...",https://openrouter.ai/models/minimax/minimax-m1,https://openrouter.ai/models/minimax/minimax-m1,Minimax,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:google--gemini-2.5-flash,MODEL,Google: Gemini 2.5 Flash,"Gemini 2.5 Flash is Google's state-of-the-art workhorse model, specifically designed for advanced reasoning, coding, mathematics, and scientific tasks. It includes built-in ""thinking"" capabilities, enabling it to provide responses with greater...",https://openrouter.ai/models/google/gemini-2.5-flash,https://openrouter.ai/models/google/gemini-2.5-flash,Google,Gemini,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:google--gemini-2.5-flash:batch,MODEL,Google: Gemini 2.5 Flash (batch),"Gemini 2.5 Flash is Google's state-of-the-art workhorse model, specifically designed for advanced reasoning, coding, mathematics, and scientific tasks. It includes built-in ""thinking"" capabilities, enabling it to provide responses with greater...",https://openrouter.ai/models/google/gemini-2.5-flash:batch,https://openrouter.ai/models/google/gemini-2.5-flash:batch,Google,Gemini,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:google--gemini-2.5-pro,MODEL,Google: Gemini 2.5 Pro,"Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning, coding, mathematics, and scientific tasks. It employs “thinking” capabilities, enabling it to reason through responses with enhanced accuracy...",https://openrouter.ai/models/google/gemini-2.5-pro,https://openrouter.ai/models/google/gemini-2.5-pro,Google,Gemini,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
model:hf:google--gemini-2.5-pro:batch,MODEL,Google: Gemini 2.5 Pro (batch),"Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning, coding, mathematics, and scientific tasks. It employs “thinking” capabilities, enabling it to reason through responses with enhanced accuracy...",https://openrouter.ai/models/google/gemini-2.5-pro:batch,https://openrouter.ai/models/google/gemini-2.5-pro:batch,Google,Gemini,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.434923+00:00
